pedido_id,cliente_id,data_pedido,canal_venda,status,valor_frete,desconto_aplicado
927,17,2024-01-11,Marketplace_B,Entregue,2.61,0.06
928,322,2023-07-06,Site,Entregue,12.67,0.22
929,518,2023-12-16,Site,Cancelado,3.71,0.23
930,325,2024-07-13,Site,Entregue,5.19,0.17
931,412,2024-05-16,Site,Entregue,40.65,0.23
932,318,2024-12-07,Marketplace_A,Entregue,1.94,0.1
933,82,2024-11-10,Loja Física,Em trânsito,32.95,0.24
934,474,2023-07-07,Marketplace_B,Entregue,13.63,0.18
935,468,2024-05-15,Marketplace_A,Cancelado,43.58,0.01
936,425,2024-12-05,WhatsApp,Processando,24.25,0.23
937,204,2024-10-07,Marketplace_B,Em trânsito,15.28,0.12
938,387,2024-04-14,WhatsApp,Entregue,25.88,0.12
939,98,2024-06-04,Marketplace_A,Entregue,19.1,0.14
940,345,2024-06-01,Site,Entregue,28.22,0.04
941,208,2023-07-04,Site,Processando,5.73,0.12
942,514,2023-10-29,Marketplace_B,Entregue,49.85,0.21
943,166,2024-03-09,Site,Entregue,21.28,0.0
944,22,2024-11-21,Site,Entregue,17.41,0.07
945,154,2024-10-14,Marketplace_A,Entregue,35.51,0.0
946,439,2023-06-18,Marketplace_A,Entregue,18.19,0.1
947,295,2023-08-26,Marketplace_B,Entregue,41.66,0.18
948,219,2024-08-29,Site,Entregue,22.71,0.2
949,495,2024-02-04,Marketplace_A,Cancelado,35.98,0.24
950,230,2024-02-10,Marketplace_B,Entregue,5.37,0.15
951,20,2023-06-14,WhatsApp,Entregue,42.31,0.06
952,148,2024-05-16,Marketplace_B,Entregue,36.79,0.23
953,108,2024-12-29,WhatsApp,Entregue,10.59,0.19
954,403,2024-10-04,Loja Física,Em trânsito,7.26,0.14
955,483,2024-01-01,Marketplace_A,Entregue,15.81,0.17
956,367,2024-05-09,Site,Entregue,48.8,0.23
957,414,2024-02-29,Marketplace_B,Entregue,12.84,0.18
958,309,2023-06-03,Marketplace_B,Processando,22.81,0.09
959,134,2024-04-10,Marketplace_B,Entregue,1.5,0.18
960,283,2024-07-06,Marketplace_A,Em trânsito,19.86,0.01
961,73,2023-11-09,Marketplace_A,Entregue,28.57,0.1
962,481,2024-07-09,Site,Entregue,47.66,0.1
963,352,2023-06-12,Marketplace_A,Entregue,25.84,0.04
964,326,2024-02-23,Site,Cancelado,40.96,0.01
965,443,2023-11-02,Loja Física,Entregue,27.36,0.03
966,100,2023-06-30,Site,Devolvido,2.04,0.16
967,59,2023-12-03,Site,Entregue,15.75,0.2
968,508,2025-01-18,Marketplace_A,Entregue,28.78,0.25
969,258,2023-07-05,Marketplace_B,Entregue,47.53,0.09
970,413,2024-08-24,Marketplace_A,Cancelado,42.96,0.15
971,452,2024-03-10,Site,Entregue,11.42,0.23
972,65,2024-07-22,Marketplace_A,Devolvido,11.01,0.04
973,154,2023-11-21,Site,Devolvido,10.06,0.18
974,266,2023-09-25,WhatsApp,Processando,46.12,0.19
975,79,2024-01-16,WhatsApp,Entregue,42.63,0.02
976,315,2024-03-31,Marketplace_A,Entregue,38.74,0.22
977,248,2024-06-25,Site,Em trânsito,19.64,0.2
978,414,2023-10-17,Marketplace_B,Entregue,25.22,0.01
979,25,2024-06-19,Site,Entregue,23.22,0.02
980,284,2024-10-31,Marketplace_A,Entregue,12.67,0.01
981,449,2023-06-14,Site,Entregue,25.25,0.08
982,301,2024-04-17,WhatsApp,Entregue,1.52,0.13
983,68,2024-05-25,Site,Entregue,6.59,0.13
984,7,2024-12-21,Marketplace_A,Entregue,44.33,0.07
985,137,2024-09-07,Marketplace_B,Entregue,37.58,0.23
986,164,2025-01-19,Marketplace_A,Entregue,21.14,0.09
987,83,2024-07-30,Site,Entregue,25.86,0.01
988,420,2025-01-06,WhatsApp,Entregue,18.5,0.08
989,73,2023-07-16,Marketplace_A,Entregue,37.04,0.13
990,237,2023-06-13,Marketplace_B,Entregue,39.21,0.1
991,46,2023-09-10,Site,Entregue,38.16,0.07
992,262,2023-07-21,Marketplace_A,Entregue,36.13,0.03
993,176,2024-10-08,Marketplace_A,Em trânsito,10.23,0.2
994,166,2024-08-17,Site,Entregue,16.9,0.25
995,370,2024-11-11,Site,Em trânsito,23.49,0.08
996,54,2024-05-27,Loja Física,Entregue,16.54,0.1
997,419,2024-02-04,Site,Entregue,37.75,0.15
998,507,2024-01-18,Site,Entregue,16.47,0.18
999,341,2024-10-16,Marketplace_A,Entregue,6.91,0.1
1000,127,2023-11-19,Loja Física,Entregue,19.95,0.23
1001,409,2025-01-19,Site,Entregue,49.0,0.14
1002,367,2024-03-11,Marketplace_A,Entregue,11.29,0.11
1003,271,2023-07-13,Site,Entregue,30.61,0.16
1004,379,2024-03-12,Site,Entregue,21.65,0.24
1005,73,2023-09-29,Site,Devolvido,3.55,0.2
1006,248,2024-11-12,Loja Física,Entregue,24.39,0.01
1007,43,2024-07-17,Site,Entregue,35.11,0.08
1008,377,2024-10-27,Site,Entregue,25.66,0.12
1009,41,2024-09-10,Marketplace_A,Entregue,43.61,0.08
1010,170,2024-07-09,Loja Física,Cancelado,14.45,0.18
1011,212,2024-12-15,Site,Entregue,4.31,0.21
1012,493,2023-10-09,Marketplace_A,Entregue,46.83,0.18
1013,39,2024-12-07,Site,Devolvido,18.91,0.25
1014,369,2024-11-03,Marketplace_A,Entregue,28.82,0.07
1015,151,2024-01-30,Marketplace_A,Entregue,39.6,0.22
1016,111,2024-07-04,Marketplace_A,Processando,16.22,0.19
1017,480,2024-10-28,Site,Entregue,35.81,0.09
1018,436,2024-09-21,Site,Entregue,6.77,0.18
1019,47,2024-06-07,Site,Entregue,14.56,0.03
1020,366,2024-02-13,Marketplace_A,Entregue,7.24,0.2
1021,69,2023-07-24,Site,Entregue,40.56,0.13
1022,299,2024-03-25,Loja Física,Devolvido,11.13,0.07
1023,296,2024-08-12,WhatsApp,Entregue,35.87,0.16
1024,203,2024-01-16,WhatsApp,Em trânsito,47.16,0.16
1025,61,2023-10-08,Loja Física,Devolvido,26.39,0.05
1026,314,2024-04-10,Marketplace_B,Entregue,27.0,0.01
1027,161,2023-09-16,Marketplace_B,Entregue,23.05,0.11
1028,331,2024-11-11,Site,Entregue,16.29,0.14
1029,528,2024-12-29,Marketplace_B,Devolvido,23.78,0.22
1030,338,2024-07-09,Marketplace_A,Cancelado,30.14,0.23
1031,304,2024-02-02,Marketplace_A,Entregue,49.3,0.13
1032,503,2023-09-17,Loja Física,Entregue,46.89,0.19
1033,338,2024-10-27,Site,Entregue,43.11,0.11
1034,275,2023-11-05,Site,Devolvido,44.46,0.19
1035,164,2024-04-01,WhatsApp,Entregue,23.39,0.05
1036,443,2023-07-17,Site,Entregue,32.87,0.09
1037,319,2024-09-02,Marketplace_A,Cancelado,44.75,0.16
1038,504,2023-11-08,WhatsApp,Entregue,19.65,0.0
1039,387,2024-01-23,Marketplace_B,Entregue,48.09,0.18
1040,494,2023-08-29,Marketplace_A,Entregue,20.79,0.21
1041,490,2024-12-01,Site,Entregue,30.05,0.1
1042,73,2024-06-13,Site,Entregue,35.49,0.11
1043,509,2024-08-24,Loja Física,Processando,47.53,0.21
1044,390,2023-10-19,Marketplace_A,Entregue,12.23,0.19
1045,295,2023-06-22,Marketplace_A,Entregue,37.31,0.07
1046,369,2023-12-19,Site,Entregue,26.04,0.08
1047,187,2024-09-20,Site,Entregue,13.43,0.17
1048,445,2024-07-21,WhatsApp,Entregue,38.83,0.14
1049,363,2024-07-08,Marketplace_A,Em trânsito,27.61,0.04
1050,123,2023-07-10,Marketplace_B,Cancelado,33.05,0.08
1051,188,2023-06-08,Site,Entregue,16.15,0.22
1052,420,2024-08-03,Marketplace_B,Entregue,24.06,0.17
1053,252,2023-09-13,WhatsApp,Entregue,30.87,0.25
1054,335,2023-07-21,Marketplace_A,Processando,20.25,0.19
1055,92,2024-10-26,Site,Entregue,9.92,0.24
1056,530,2024-05-14,Marketplace_A,Em trânsito,48.08,0.05
1057,63,2023-11-07,Loja Física,Entregue,25.57,0.19
1058,512,2024-10-10,Marketplace_A,Processando,36.7,0.01
1059,139,2024-12-01,Loja Física,Em trânsito,20.55,0.17
1060,185,2024-08-20,Marketplace_B,Em trânsito,17.76,0.12
1061,205,2024-05-06,Loja Física,Entregue,20.36,0.09
1062,214,2024-08-31,Marketplace_B,Entregue,20.46,0.22
1063,256,2024-03-06,Site,Entregue,27.21,0.21
1064,135,2024-07-08,Site,Em trânsito,27.17,0.01
1065,88,2023-11-28,Site,Entregue,24.86,0.15
1066,207,2023-11-16,WhatsApp,Processando,6.74,0.09
1067,129,2024-06-29,Loja Física,Devolvido,24.8,0.1
1068,3,2024-10-25,Marketplace_B,Entregue,8.46,0.21
1069,121,2023-10-15,Site,Cancelado,6.31,0.08
1070,385,2024-05-02,Site,Entregue,46.63,0.24
1071,38,2024-09-12,Loja Física,Entregue,30.25,0.04
1072,341,2024-05-02,Marketplace_A,Entregue,32.97,0.17
1073,21,2024-04-30,Site,Entregue,20.09,0.17
1074,242,2024-08-14,Marketplace_B,Em trânsito,45.45,0.06
1075,455,2023-11-10,Site,Entregue,31.9,0.08
1076,303,2024-10-07,Site,Entregue,38.46,0.21
1077,69,2024-04-28,Marketplace_A,Entregue,18.43,0.19
1078,129,2024-07-20,Site,Em trânsito,48.0,0.08
1079,196,2023-12-26,WhatsApp,Entregue,41.02,0.13
1080,140,2024-07-22,Site,Cancelado,42.7,0.02
1081,444,2024-12-09,Site,Entregue,8.61,0.05
1082,283,2024-01-11,Site,Entregue,13.55,0.12
1083,312,2024-08-10,Loja Física,Entregue,14.28,0.02
1084,277,2023-06-22,Marketplace_A,Entregue,13.55,0.21
1085,61,2023-08-04,Marketplace_A,Devolvido,42.77,0.18
1086,319,2023-07-13,Site,Entregue,1.59,0.24
1087,52,2023-11-14,Site,Em trânsito,3.8,0.17
1088,153,2023-08-14,Marketplace_A,Entregue,13.7,0.24
1089,311,2024-09-21,Loja Física,Entregue,9.99,0.14
1090,389,2024-08-08,Loja Física,Processando,11.59,0.15
1091,177,2024-04-30,Site,Em trânsito,39.9,0.24
1092,362,2024-07-10,Marketplace_A,Entregue,28.16,0.16
1093,314,2024-04-29,WhatsApp,Entregue,0.29,0.01
1094,97,2024-09-12,Marketplace_A,Entregue,21.47,0.18
1095,213,2023-09-14,Loja Física,Entregue,20.39,0.23
1096,137,2023-08-07,Site,Em trânsito,5.7,0.2
1097,6,2024-10-03,WhatsApp,Em trânsito,33.81,0.15
1098,109,2024-03-27,Loja Física,Entregue,35.1,0.17
1099,39,2025-01-06,WhatsApp,Devolvido,36.04,0.25
1100,425,2024-10-30,Marketplace_B,Entregue,36.42,0.02
1101,261,2023-07-03,Marketplace_A,Entregue,0.0,0.17
1102,426,2024-05-24,WhatsApp,Entregue,47.7,0.07
1103,87,2023-11-04,Site,Entregue,40.71,0.16
1104,465,2023-07-04,Site,Entregue,45.2,0.15
1105,76,2024-05-17,Marketplace_B,Entregue,0.78,0.04
1106,471,2023-06-01,Loja Física,Entregue,46.69,0.05
1107,414,2023-12-05,WhatsApp,Entregue,40.49,0.16
1108,457,2023-07-19,Site,Cancelado,41.86,0.03
1109,285,2024-04-05,Loja Física,Entregue,4.66,0.07
1110,239,2024-12-04,Marketplace_B,Entregue,36.94,0.21
1111,372,2024-11-24,Site,Em trânsito,48.0,0.08
1112,495,2023-09-16,Marketplace_A,Processando,33.93,0.12
1113,45,2023-12-01,Site,Processando,28.53,0.24
1114,401,2024-12-23,Site,Entregue,47.28,0.06
1115,247,2023-07-22,WhatsApp,Entregue,22.15,0.1
1116,450,2025-01-20,Marketplace_B,Entregue,29.96,0.15
1117,485,2024-04-08,Marketplace_B,Entregue,23.82,0.19
1118,18,2023-10-03,WhatsApp,Processando,46.64,0.23
1119,289,2023-06-05,Marketplace_A,Entregue,3.8,0.23
1120,414,2023-11-09,Loja Física,Entregue,25.06,0.19
1121,235,2023-09-23,Marketplace_A,Entregue,34.35,0.06
1122,416,2023-08-19,Loja Física,Entregue,39.6,0.01
1123,499,2023-06-13,Site,Em trânsito,29.15,0.1
1124,115,2023-10-18,WhatsApp,Entregue,45.45,0.04
1125,234,2023-10-05,Site,Entregue,47.1,0.18
1126,11,2024-08-03,Site,Entregue,3.22,0.17
1127,206,2024-03-22,Loja Física,Entregue,20.12,0.01
1128,247,2024-06-14,Marketplace_A,Entregue,1.17,0.21
1129,127,2024-08-13,Marketplace_B,Entregue,16.47,0.06
1130,147,2024-03-12,Marketplace_A,Entregue,26.84,0.11
1131,118,2024-12-16,Marketplace_B,Em trânsito,45.54,0.17
1132,382,2023-11-26,Site,Processando,42.33,0.11
1133,412,2024-02-07,Site,Devolvido,6.37,0.11
1134,363,2023-11-18,Site,Processando,4.65,0.02
1135,509,2023-11-09,Marketplace_A,Entregue,29.46,0.1
1136,137,2023-07-09,Site,Entregue,26.61,0.19
1137,175,2024-07-20,Marketplace_A,Entregue,13.32,0.23
1138,289,2024-07-10,Marketplace_A,Devolvido,44.97,0.1
1139,481,2024-07-03,Site,Processando,46.37,0.11
1140,19,2024-09-08,Marketplace_A,Cancelado,20.13,0.18
1141,195,2024-06-28,Loja Física,Entregue,44.52,0.24
1142,330,2024-04-05,Site,Processando,19.2,0.07
1143,175,2024-04-02,Marketplace_A,Entregue,36.84,0.11
1144,449,2023-08-17,Marketplace_B,Entregue,23.8,0.2
1145,354,2024-05-13,Marketplace_A,Entregue,6.13,0.15
1146,499,2023-07-31,Marketplace_B,Entregue,46.4,0.03
1147,141,2023-08-26,Marketplace_A,Entregue,22.7,0.16
1148,93,2024-06-15,Marketplace_A,Entregue,36.72,0.05
1149,239,2024-01-06,Site,Entregue,18.36,0.13
1150,205,2023-09-05,Marketplace_B,Entregue,0.94,0.13
1151,433,2025-01-18,Marketplace_B,Cancelado,5.03,0.22
1152,245,2023-10-09,Site,Entregue,24.81,0.12
1153,317,2023-12-29,Marketplace_A,Entregue,34.5,0.07
1154,295,2023-08-31,WhatsApp,Cancelado,16.74,0.06
1155,282,2023-10-08,Marketplace_A,Devolvido,34.77,0.22
1156,17,2024-07-07,Marketplace_A,Entregue,34.93,0.04
1157,71,2024-12-15,WhatsApp,Entregue,35.2,0.11
1158,269,2024-09-21,Marketplace_B,Entregue,24.63,0.05
1159,325,2023-07-31,Marketplace_A,Entregue,45.74,0.19
1160,305,2024-05-29,Loja Física,Entregue,24.46,0.12
1161,451,2024-03-01,Loja Física,Cancelado,22.51,0.09
1162,7,2024-12-13,Marketplace_A,Entregue,9.97,0.09
1163,314,2024-03-11,Marketplace_A,Cancelado,15.38,0.21
1164,103,2024-10-03,Marketplace_A,Cancelado,2.12,0.14
1165,193,2023-06-10,WhatsApp,Devolvido,31.68,0.18
1166,529,2024-10-10,Marketplace_B,Entregue,12.43,0.22
1167,171,2023-06-24,Site,Devolvido,15.21,0.23
1168,251,2023-08-31,Loja Física,Entregue,38.54,0.08
1169,387,2023-09-11,Marketplace_A,Entregue,16.36,0.24
1170,207,2023-12-16,Site,Entregue,12.11,0.01
1171,416,2024-07-10,Marketplace_A,Entregue,8.45,0.09
1172,380,2024-09-11,Marketplace_A,Em trânsito,38.74,0.22
1173,144,2024-12-13,Loja Física,Entregue,6.49,0.07
1174,25,2024-10-17,Site,Entregue,22.69,0.07
1175,73,2023-11-15,Loja Física,Entregue,25.35,0.08
1176,93,2023-07-21,Marketplace_A,Entregue,34.37,0.15
1177,505,2024-11-29,Site,Entregue,31.66,0.11
1178,336,2023-06-26,WhatsApp,Cancelado,40.54,0.18
1179,425,2024-03-17,Marketplace_A,Entregue,2.24,0.22
1180,499,2024-10-16,Site,Entregue,14.82,0.17
1181,364,2023-12-11,Marketplace_A,Entregue,14.01,0.05
1182,199,2024-01-13,Loja Física,Entregue,7.3,0.23
1183,413,2023-06-23,Site,Entregue,14.46,0.07
1184,339,2024-10-19,Site,Entregue,15.49,0.04
1185,429,2024-11-08,Site,Processando,26.09,0.02
1186,139,2024-09-04,Site,Entregue,33.19,0.14
1187,57,2023-11-25,Loja Física,Entregue,19.06,0.03
1188,232,2024-07-19,Marketplace_A,Entregue,35.97,0.03
1189,435,2024-04-26,Site,Cancelado,16.81,0.08
1190,384,2024-07-11,Site,Entregue,14.51,0.07
1191,194,2023-10-31,Site,Entregue,27.06,0.15
1192,518,2023-08-22,WhatsApp,Em trânsito,1.19,0.2
1193,185,2024-11-02,Site,Entregue,3.99,0.19
1194,292,2024-10-14,WhatsApp,Entregue,20.9,0.07
1195,335,2024-06-26,Marketplace_A,Entregue,47.15,0.06
1196,116,2023-12-26,Site,Entregue,36.08,0.24
1197,49,2024-07-02,Loja Física,Entregue,4.41,0.0
1198,82,2023-07-01,Marketplace_A,Entregue,42.32,0.22
1199,333,2023-09-04,Marketplace_B,Entregue,36.62,0.05
1200,335,2024-01-09,WhatsApp,Entregue,30.55,0.24
1201,221,2023-08-23,Site,Entregue,41.01,0.09
1202,323,2024-10-07,Site,Processando,20.21,0.11
1203,3,2025-01-14,Marketplace_B,Cancelado,11.08,0.18
1204,206,2024-07-25,Site,Em trânsito,25.6,0.15
1205,40,2024-05-06,Site,Entregue,27.44,0.08
1206,59,2024-02-04,Site,Entregue,26.92,0.14
1207,507,2024-11-28,Site,Entregue,28.25,0.18
1208,122,2024-09-29,Loja Física,Entregue,47.44,0.01
1209,479,2024-08-22,Site,Processando,45.11,0.0
1210,96,2023-09-25,Marketplace_A,Entregue,43.79,0.11
1211,414,2023-06-17,Marketplace_B,Entregue,40.07,0.03
1212,235,2024-12-14,Marketplace_A,Entregue,47.17,0.17
1213,62,2023-12-13,Site,Entregue,4.92,0.05
1214,256,2024-10-16,Loja Física,Entregue,13.26,0.11
1215,348,2023-08-28,Site,Entregue,24.75,0.05
1216,124,2024-07-26,Loja Física,Entregue,42.33,0.14
1217,482,2024-12-01,Loja Física,Devolvido,25.26,0.03
1218,317,2023-09-16,Marketplace_A,Entregue,37.4,0.01
1219,504,2024-12-16,Marketplace_A,Devolvido,6.95,0.01
1220,48,2024-12-25,Marketplace_A,Cancelado,12.62,0.24
1221,409,2024-07-08,Marketplace_A,Entregue,36.59,0.04
1222,136,2023-07-21,Loja Física,Em trânsito,8.24,0.18
1223,201,2023-12-08,Loja Física,Entregue,17.57,0.02
1224,250,2024-01-25,Site,Processando,13.24,0.03
1225,314,2024-10-25,Marketplace_B,Entregue,17.49,0.13
1226,368,2023-06-12,WhatsApp,Entregue,35.42,0.12
1227,429,2024-02-11,WhatsApp,Entregue,18.39,0.24
1228,480,2023-09-07,Marketplace_A,Entregue,27.76,0.24
1229,314,2024-11-27,Marketplace_A,Processando,5.0,0.19
1230,500,2024-10-07,Site,Entregue,40.25,0.15
1231,355,2024-09-05,WhatsApp,Entregue,18.49,0.11
1232,485,2023-11-17,Site,Entregue,32.43,0.09
1233,211,2024-08-19,Marketplace_A,Processando,36.27,0.24
1234,44,2023-10-29,Site,Entregue,10.48,0.15
1235,92,2024-06-04,Site,Entregue,44.23,0.14
1236,265,2023-06-05,Marketplace_A,Entregue,30.81,0.06
1237,220,2024-06-10,WhatsApp,Em trânsito,21.44,0.01
1238,442,2024-10-03,Site,Entregue,9.12,0.24
1239,401,2024-01-30,Marketplace_A,Entregue,47.12,0.08
1240,400,2023-10-29,Site,Entregue,37.75,0.11
1241,490,2024-09-15,Site,Em trânsito,10.4,0.03
1242,485,2023-11-19,Marketplace_A,Entregue,16.89,0.21
1243,470,2024-02-16,Marketplace_A,Entregue,40.48,0.01
1244,445,2024-01-24,Site,Entregue,34.78,0.21
1245,269,2024-09-05,Site,Cancelado,38.29,0.04
1246,267,2024-03-18,Site,Processando,22.06,0.22
1247,54,2024-02-27,Site,Entregue,35.82,0.18
1248,528,2024-05-26,WhatsApp,Entregue,19.32,0.04
1249,520,2024-03-06,WhatsApp,Entregue,10.56,0.14
1250,59,2024-10-10,Site,Entregue,31.63,0.08
1251,40,2024-03-29,Marketplace_A,Entregue,48.8,0.04
1252,237,2023-11-05,WhatsApp,Entregue,15.53,0.21
1253,386,2023-12-21,Site,Entregue,23.05,0.1
1254,300,2023-10-31,Loja Física,Processando,33.7,0.1
1255,395,2023-08-22,WhatsApp,Entregue,27.08,0.04
1256,207,2024-07-24,Site,Entregue,42.17,0.1
1257,336,2023-12-07,Site,Entregue,38.09,0.22
1258,514,2023-09-14,WhatsApp,Entregue,2.91,0.09
1259,178,2023-10-24,Marketplace_A,Entregue,49.92,0.24
1260,396,2025-01-10,Site,Entregue,37.62,0.24
1261,371,2024-12-29,Site,Entregue,43.2,0.04
1262,318,2024-05-23,Marketplace_A,Em trânsito,32.56,0.04
1263,369,2024-06-21,Marketplace_B,Processando,42.81,0.22
1264,384,2023-11-20,Marketplace_B,Entregue,5.62,0.1
1265,62,2023-08-17,WhatsApp,Entregue,17.39,0.0
1266,505,2024-10-26,Site,Entregue,43.82,0.07
1267,239,2023-10-19,Marketplace_A,Entregue,10.08,0.15
1268,195,2024-07-16,Marketplace_A,Entregue,3.91,0.2
1269,222,2024-10-20,Marketplace_A,Em trânsito,39.41,0.03
1270,61,2023-08-14,Site,Processando,41.77,0.03
1271,129,2023-08-22,WhatsApp,Processando,8.13,0.23
1272,156,2024-03-15,Loja Física,Entregue,42.72,0.19
1273,378,2023-12-30,Marketplace_A,Cancelado,34.34,0.15
1274,437,2024-06-16,Marketplace_B,Em trânsito,26.0,0.19
1275,207,2024-11-11,Site,Entregue,41.51,0.11
1276,388,2023-07-09,Marketplace_A,Entregue,20.96,0.19
1277,480,2024-12-24,Marketplace_B,Cancelado,9.7,0.09
1278,340,2024-06-15,Marketplace_A,Entregue,14.24,0.06
1279,340,2024-04-16,WhatsApp,Entregue,25.26,0.18
1280,204,2024-04-23,Marketplace_B,Entregue,26.57,0.1
1281,161,2024-07-22,Marketplace_A,Entregue,40.28,0.25
1282,392,2024-11-30,Loja Física,Entregue,39.57,0.09
1283,70,2024-05-16,Site,Devolvido,29.07,0.23
1284,405,2024-01-11,Marketplace_A,Entregue,39.04,0.23
1285,517,2025-01-04,Site,Entregue,9.59,0.06
1286,120,2023-12-02,Marketplace_A,Entregue,2.5,0.2
1287,217,2023-06-29,Loja Física,Entregue,43.68,0.11
1288,56,2025-01-13,Marketplace_A,Entregue,3.78,0.23
1289,366,2024-09-04,Loja Física,Entregue,12.33,0.11
1290,504,2023-09-05,Marketplace_A,Entregue,34.77,0.19
1291,455,2024-07-06,Site,Entregue,20.47,0.12
1292,104,2024-08-01,Loja Física,Entregue,43.82,0.06
1293,77,2023-11-07,Site,Entregue,14.9,0.05
1294,230,2024-12-13,Site,Entregue,0.59,0.11
1295,258,2023-08-28,Marketplace_A,Entregue,15.03,0.19
1296,264,2024-06-22,Site,Processando,28.9,0.15
1297,331,2024-12-04,Site,Entregue,18.8,0.17
1298,182,2024-02-14,Marketplace_B,Entregue,26.74,0.07
1299,27,2024-04-15,Marketplace_A,Entregue,43.83,0.12
1300,276,2025-01-10,Marketplace_A,Entregue,45.62,0.01
1301,299,2024-07-07,WhatsApp,Processando,13.3,0.2
1302,91,2024-07-05,Marketplace_A,Entregue,23.11,0.25
1303,480,2024-12-05,Loja Física,Entregue,27.46,0.1
1304,458,2024-06-21,Site,Entregue,47.46,0.0
1305,451,2024-11-23,Marketplace_A,Entregue,49.93,0.04
1306,365,2023-11-17,Loja Física,Cancelado,11.77,0.16
1307,351,2023-10-19,Marketplace_A,Entregue,36.35,0.15
1308,400,2024-01-09,Marketplace_B,Entregue,18.9,0.2
1309,253,2024-07-26,Marketplace_A,Entregue,0.41,0.06
1310,459,2024-04-06,Site,Entregue,0.46,0.19
1311,499,2023-09-11,Marketplace_A,Devolvido,23.03,0.17
1312,508,2024-01-16,Marketplace_A,Entregue,24.42,0.08
1313,304,2024-04-17,Loja Física,Entregue,1.13,0.14
1314,501,2024-07-29,Site,Entregue,34.35,0.04
1315,166,2024-04-18,WhatsApp,Entregue,14.7,0.11
1316,415,2024-11-07,WhatsApp,Entregue,27.99,0.22
1317,462,2023-09-04,Site,Entregue,15.05,0.11
1318,114,2023-09-18,Site,Entregue,8.36,0.21
1319,433,2024-12-17,Loja Física,Entregue,20.36,0.15
1320,356,2023-06-10,WhatsApp,Entregue,11.61,0.05
1321,207,2024-12-03,Marketplace_A,Processando,26.74,0.15
1322,235,2023-12-06,Site,Entregue,9.94,0.13
1323,442,2023-07-20,Marketplace_A,Entregue,25.42,0.1
1324,355,2024-12-07,Marketplace_B,Entregue,7.87,0.03
1325,515,2023-10-11,Site,Entregue,33.55,0.1
1326,208,2023-08-16,Marketplace_B,Entregue,37.7,0.02
1327,125,2025-01-10,Site,Cancelado,5.52,0.02
1328,138,2023-08-25,Site,Entregue,23.39,0.1
1329,339,2023-11-13,Marketplace_A,Entregue,3.54,0.08
1330,68,2024-07-13,Marketplace_A,Entregue,29.91,0.23
1331,383,2023-06-04,Site,Entregue,13.22,0.09
1332,19,2023-12-05,Marketplace_A,Entregue,26.38,0.19
1333,450,2023-07-08,Site,Em trânsito,25.87,0.13
1334,74,2024-05-17,Site,Entregue,46.22,0.18
1335,276,2024-07-09,Site,Entregue,27.45,0.07
1336,48,2024-10-18,WhatsApp,Entregue,29.15,0.24
1337,211,2024-06-28,Marketplace_A,Entregue,20.08,0.13
1338,191,2024-03-12,Marketplace_A,Entregue,47.45,0.21
1339,315,2024-12-18,Marketplace_A,Entregue,38.86,0.09
1340,113,2025-01-05,WhatsApp,Entregue,14.27,0.03
1341,170,2024-02-27,Site,Entregue,42.21,0.17
1342,468,2024-02-14,Marketplace_B,Entregue,21.62,0.0
1343,14,2024-11-25,Marketplace_B,Entregue,41.43,0.12
1344,288,2023-11-16,Marketplace_B,Entregue,41.14,0.05
1345,189,2024-02-25,Site,Entregue,9.44,0.16
1346,155,2024-10-14,Marketplace_B,Entregue,35.06,0.24
1347,471,2024-05-13,Site,Entregue,14.53,0.12
1348,75,2023-11-13,Marketplace_A,Entregue,14.87,0.2
1349,277,2024-10-09,Marketplace_B,Devolvido,14.82,0.13
1350,343,2024-05-23,Site,Entregue,36.28,0.12
1351,425,2024-03-07,Loja Física,Entregue,11.49,0.23
1352,511,2024-07-06,Site,Entregue,0.05,0.22
1353,182,2024-06-16,Loja Física,Entregue,35.76,0.2
1354,458,2024-04-09,Marketplace_A,Entregue,8.56,0.07
1355,64,2025-01-07,Site,Entregue,5.22,0.14
1356,260,2023-11-09,Site,Entregue,11.88,0.06
1357,193,2023-10-30,WhatsApp,Entregue,19.0,0.11
1358,406,2024-06-12,Site,Entregue,23.8,0.12
1359,93,2024-11-14,Site,Em trânsito,2.23,0.21
1360,430,2024-11-06,Site,Entregue,48.53,0.22
1361,434,2023-10-24,Marketplace_B,Entregue,35.8,0.1
1362,404,2023-12-08,Marketplace_A,Entregue,16.16,0.0
1363,434,2024-01-20,Site,Entregue,15.93,0.22
1364,112,2023-11-05,Site,Entregue,22.43,0.04
1365,375,2024-06-16,Site,Entregue,31.31,0.16
1366,59,2024-07-06,Site,Entregue,7.32,0.01
1367,43,2024-09-06,Marketplace_A,Entregue,9.45,0.1
1368,207,2024-07-05,Marketplace_B,Cancelado,42.97,0.25
1369,296,2024-03-22,Site,Processando,12.81,0.03
1370,118,2023-06-13,Marketplace_A,Entregue,19.01,0.11
1371,222,2023-06-26,Marketplace_A,Entregue,43.56,0.08
1372,166,2024-02-09,WhatsApp,Entregue,33.16,0.23
1373,156,2024-12-18,WhatsApp,Entregue,17.09,0.22
1374,184,2024-01-12,Loja Física,Entregue,34.18,0.06
1375,90,2024-11-15,Site,Entregue,0.98,0.02
1376,94,2024-01-22,Site,Devolvido,36.78,0.16
1377,13,2024-01-23,Site,Entregue,24.35,0.08
1378,438,2024-07-07,Site,Entregue,40.66,0.17
